Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,Attrition
Production Technician I,EW,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,MA,Female,Asian,Single,Fully Meets,3,3,4,3,Project Management,Internal,Incomplete,4,350.59,35,0
Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,MA,Male,Asian,Single,Fully Meets,3,5,2,3,Leadership Development,Internal,Incomplete,1,546.94,36,0
Production Technician I,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,General - Eng,MA,Female,Black,Widowed,Fully Meets,3,2,5,2,Communication Skills,Internal,Completed,4,514.37,24,0
Production Technician I,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,MA,Female,Hispanic,Single,Fully Meets,3,5,4,1,Leadership Development,Internal,Incomplete,5,786.98,66,0
Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,General - Con,MA,Female,White,Divorced,Fully Meets,3,5,5,3,Project Management,Internal,Passed,4,852.21,25,0
Sr. Accountant,NEL,Active,Part-Time,Zone A,Temporary,Admin Offices,Splicing,MA,Female,Asian,Widowed,Fully Meets,3,5,1,1,Communication Skills,External,Failed,4,761.63,64,0
President & CEO,CCDR,Active,Part-Time,Zone A,Full-Time,Executive Office,Aerial,MA,Female,Asian,Single,Fully Meets,3,3,4,3,Technical Skills,External,Passed,5,202.62,64,0
Sr. Accountant,MSC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Aerial,MA,Female,Black,Widowed,Fully Meets,3,4,2,2,Communication Skills,External,Passed,5,414.75,71,0
Administrative Assistant,WBL,Active,Contract,Zone B,Temporary,Admin Offices,Field Operations,MA,Female,White,Divorced,Fully Meets,3,5,4,2,Communication Skills,External,Completed,4,344.55,39,0
Accountant I,EW,Active,Part-Time,Zone C,Temporary,Admin Offices,Finance & Accounting,MA,Male,Asian,Married,Fully Meets,3,4,2,5,Project Management,Internal,Failed,1,777.46,55,0
Administrative Assistant,WBL,Active,Part-Time,Zone B,Full-Time,Admin Offices,Wireline Construction,MA,Female,White,Widowed,Fully Meets,3,5,1,5,Leadership Development,External,Completed,3,948.71,35,0
Accountant I,TNS,Active,Contract,Zone A,Full-Time,Admin Offices,Project Management - Con,MA,Male,Black,Single,Fully Meets,3,1,5,5,Customer Service,Internal,Passed,5,308.77,63,0
Accountant I,TNS,Active,Full-Time,Zone B,Full-Time,Admin Offices,Executive,MA,Female,Hispanic,Widowed,Fully Meets,3,1,5,2,Customer Service,External,Incomplete,1,891.25,38,0
Administrative Assistant,PL,Active,Full-Time,Zone B,Temporary,Admin Offices,Aerial,MA,Female,Black,Divorced,Fully Meets,3,5,1,5,Customer Service,Internal,Passed,2,659.9,69,0
Accountant I,MSC,Active,Part-Time,Zone A,Part-Time,Admin Offices,General - Con,MA,Female,Hispanic,Single,Fully Meets,3,5,3,3,Project Management,Internal,Failed,2,858.72,35,0
Accountant I,TNS,Active,Contract,Zone B,Temporary,Admin Offices,Engineers,MA,Female,Black,Divorced,Fully Meets,3,1,5,3,Project Management,External,Failed,5,380.24,37,0
Sr. Network Engineer,PYZ,Active,Full-Time,Zone A,Temporary,Admin Offices,General - Eng,MA,Male,White,Widowed,Fully Meets,3,5,3,1,Leadership Development,External,Passed,5,505.4,43,0
Sr. Network Engineer,WBL,Active,Part-Time,Zone B,Temporary,Admin Offices,Engineers,MA,Male,White,Single,Fully Meets,3,5,3,4,Leadership Development,Internal,Passed,3,609.01,59,0
Sr. Network Engineer,NEL,Active,Part-Time,Zone C,Full-Time,IT/IS,Executive,MA,Male,Asian,Single,Fully Meets,3,1,4,3,Customer Service,Internal,Failed,3,656.38,45,0
Software Engineer,PL,Active,Contract,Zone B,Part-Time,Software Engineering,Field Operations,MA,Male,Black,Widowed,Fully Meets,3,3,2,5,Project Management,External,Passed,5,692.63,64,0
Accountant I,MSC,Active,Full-Time,Zone A,Part-Time,Admin Offices,General - Con,MA,Female,White,Divorced,Fully Meets,3,3,5,2,Project Management,Internal,Incomplete,3,633.72,32,0
Accountant I,TNS,Active,Full-Time,Zone C,Temporary,Admin Offices,People Services,MA,Female,Black,Widowed,Fully Meets,3,3,2,5,Communication Skills,Internal,Failed,2,517.62,75,0
Sr. Network Engineer,PYZ,Active,Contract,Zone B,Part-Time,Admin Offices,Wireline Construction,MA,Male,Hispanic,Divorced,Fully Meets,3,1,2,5,Leadership Development,External,Incomplete,4,231.76,77,0
Sr. Network Engineer,WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Field Operations,MA,Male,Black,Divorced,Fully Meets,3,3,4,5,Customer Service,Internal,Passed,2,605.12,44,0
Sr. Network Engineer,NEL,Active,Full-Time,Zone B,Part-Time,IT/IS,Underground,MA,Male,Other,Widowed,Fully Meets,3,1,3,1,Project Management,Internal,Failed,1,297.12,68,0
Software Engineer,NEL,Active,Contract,Zone A,Full-Time,Software Engineering,General - Con,MA,Female,White,Divorced,Fully Meets,3,4,5,5,Leadership Development,Internal,Incomplete,2,384.43,74,0
Accountant I,TNS,Active,Full-Time,Zone A,Part-Time,Admin Offices,Field Operations,MA,Female,Black,Married,Fully Meets,3,5,1,4,Leadership Development,Internal,Passed,4,969.95,73,0
Accountant I,WBL,Active,Full-Time,Zone A,Temporary,Admin Offices,General - Con,MA,Female,White,Single,Fully Meets,3,3,3,4,Project Management,External,Failed,5,719.7,65,0
Sr. Network Engineer,BPC,Active,Contract,Zone C,Part-Time,Admin Offices,Shop (Fleet),MA,Male,Other,Widowed,Fully Meets,3,1,1,1,Leadership Development,External,Incomplete,1,355.83,32,0
Sr. Network Engineer,CCDR,Active,Contract,Zone B,Temporary,IT/IS,Wireline Construction,MA,Male,Hispanic,Widowed,Fully Meets,3,1,3,2,Customer Service,Internal,Incomplete,3,754.47,40,0
Sr. Network Engineer,EW,Active,Full-Time,Zone B,Part-Time,IT/IS,General - Eng,MA,Male,White,Divorced,Fully Meets,3,5,4,4,Leadership Development,External,Incomplete,2,890.39,76,0
Software Engineering Manager,CCDR,Active,Part-Time,Zone C,Full-Time,Software Engineering,Engineers,MA,Female,Hispanic,Single,Fully Meets,3,1,3,4,Project Management,Internal,Passed,3,268.78,42,0
Accountant I,EW,Active,Full-Time,Zone B,Part-Time,Admin Offices,Aerial,MA,Female,Asian,Single,Fully Meets,3,3,2,2,Project Management,Internal,Failed,4,930.72,34,0
Accountant I,MSC,Active,Contract,Zone B,Temporary,Admin Offices,Shop (Fleet),MA,Female,White,Married,Fully Meets,3,1,2,3,Customer Service,External,Completed,5,924.85,61,0
Accountant I,TNS,Active,Part-Time,Zone A,Part-Time,Admin Offices,General - Con,MA,Male,White,Single,Fully Meets,3,1,4,5,Technical Skills,Internal,Incomplete,5,284.38,42,0
Sr. Network Engineer,PYZ,Active,Full-Time,Zone A,Full-Time,Admin Offices,Fielders,MA,Male,Other,Single,Fully Meets,3,2,4,4,Communication Skills,External,Passed,1,395.1,45,0
Sr. Network Engineer,WBL,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,MA,Male,White,Divorced,Fully Meets,3,4,2,3,Technical Skills,External,Failed,2,501.64,73,0
Sr. Network Engineer,NEL,Active,Part-Time,Zone B,Full-Time,IT/IS,General - Con,MA,Male,Hispanic,Married,Fully Meets,3,4,3,1,Communication Skills,Internal,Failed,5,792.72,27,0
Accountant I,EW,Active,Full-Time,Zone B,Part-Time,Admin Offices,Safety,MA,Female,White,Divorced,Fully Meets,3,1,2,3,Technical Skills,Internal,Incomplete,3,870.01,72,0
Accountant I,MSC,Active,Part-Time,Zone B,Temporary,Admin Offices,Field Operations,MA,Female,Black,Divorced,Fully Meets,3,3,4,5,Leadership Development,Internal,Incomplete,2,610.06,54,0
Accountant I,TNS,Active,Contract,Zone C,Part-Time,Admin Offices,Field Operations,MA,Male,White,Divorced,Fully Meets,3,4,1,5,Project Management,Internal,Passed,2,278.16,23,0
Sr. Network Engineer,PYZ,Active,Contract,Zone B,Full-Time,Admin Offices,Field Operations,MA,Male,Other,Divorced,Fully Meets,3,4,2,1,Communication Skills,External,Completed,4,218.93,44,0
Sr. Network Engineer,WBL,Active,Part-Time,Zone A,Temporary,IT/IS,Field Operations,MA,Male,White,Single,Fully Meets,3,5,1,5,Communication Skills,Internal,Incomplete,5,179.21,74,0
Administrative Assistant,SVG,Active,Full-Time,Zone B,Temporary,Admin Offices,General - Con,MA,Female,Hispanic,Single,Fully Meets,3,2,2,3,Project Management,Internal,Completed,5,534.28,76,0
Accountant I,EW,Active,Part-Time,Zone A,Temporary,Admin Offices,Engineers,MA,Female,Hispanic,Married,Fully Meets,3,1,1,1,Technical Skills,Internal,Incomplete,3,301.39,35,0
Accountant I,MSC,Active,Full-Time,Zone C,Temporary,Admin Offices,Engineers,MA,Male,Black,Divorced,Fully Meets,3,1,4,3,Project Management,External,Incomplete,3,231.65,46,0
Accountant I,TNS,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,MA,Male,Black,Married,Fully Meets,3,1,2,5,Communication Skills,Internal,Completed,2,994.81,22,0
Sr. Network Engineer,BPC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Catv,MA,Male,Asian,Married,Fully Meets,3,4,5,1,Customer Service,External,Incomplete,4,729.91,21,0
Sr. Network Engineer,CCDR,Active,Contract,Zone B,Full-Time,IT/IS,Field Operations,MA,Male,Asian,Divorced,PIP,3,5,2,1,Leadership Development,Internal,Passed,2,538.02,57,0
Administrative Assistant,SVG,Active,Full-Time,Zone C,Part-Time,Admin Offices,General - Con,MA,Female,Asian,Widowed,Exceeds,3,5,2,5,Customer Service,Internal,Passed,4,196.94,36,0
Accountant I,EW,Active,Full-Time,Zone A,Full-Time,Admin Offices,General - Con,MA,Female,Asian,Divorced,PIP,3,5,2,2,Project Management,Internal,Completed,2,285.83,41,0
Accountant I,MSC,Active,Contract,Zone C,Temporary,Admin Offices,Finance & Accounting,MA,Male,White,Divorced,Exceeds,3,2,2,4,Project Management,External,Incomplete,4,818.6,46,0
Accountant I,TNS,Active,Contract,Zone C,Part-Time,Admin Offices,Field Operations,MA,Male,Hispanic,Widowed,Exceeds,3,5,1,2,Leadership Development,External,Incomplete,1,610.97,37,0
Sr. Network Engineer,PYZ,Active,Contract,Zone B,Temporary,IT/IS,General - Con,MA,Male,Black,Single,Exceeds,3,1,4,2,Technical Skills,Internal,Completed,1,762.83,72,0
Sr. Network Engineer,WBL,Active,Part-Time,Zone B,Temporary,IT/IS,Executive,MA,Female,White,Divorced,Exceeds,3,1,4,3,Project Management,External,Incomplete,5,438.44,30,0
Sr. Accountant,PYZ,Active,Part-Time,Zone C,Temporary,Admin Offices,General - Sga,MA,Female,White,Widowed,Exceeds,3,2,2,2,Project Management,Internal,Incomplete,4,271.9,27,0
Administrative Assistant,CCDR,Active,Contract,Zone C,Full-Time,Sales,Aerial,MA,Female,Black,Married,Exceeds,3,2,4,3,Communication Skills,External,Incomplete,2,629.2,47,0
Administrative Assistant,SVG,Active,Part-Time,Zone A,Temporary,Admin Offices,General - Con,MA,Female,Black,Married,Exceeds,3,1,2,1,Leadership Development,Internal,Incomplete,1,850.28,30,0
Accountant I,EW,Active,Contract,Zone A,Part-Time,Admin Offices,Field Operations,MA,Female,Black,Married,Exceeds,3,1,1,2,Leadership Development,External,Passed,1,321.25,64,0
Accountant I,MSC,Active,Contract,Zone A,Full-Time,Admin Offices,Aerial,MA,Male,White,Single,Exceeds,3,3,1,4,Customer Service,Internal,Passed,1,475.32,31,0
Accountant I,TNS,Active,Contract,Zone A,Part-Time,Admin Offices,Field Operations,MA,Male,Other,Divorced,Exceeds,3,1,2,5,Leadership Development,External,Failed,4,847.2,36,0
Sr. Network Engineer,PYZ,Active,Part-Time,Zone B,Temporary,IT/IS,Aerial,MA,Female,White,Married,Exceeds,3,5,5,4,Customer Service,Internal,Completed,1,983.35,77,0
Sr. Accountant,PYZ,Active,Contract,Zone B,Full-Time,Admin Offices,Technology / It,MA,Female,Asian,Divorced,Exceeds,3,1,3,2,Technical Skills,External,Passed,3,880.9,22,0
Administrative Assistant,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,MA,Female,Other,Single,Exceeds,3,4,3,5,Customer Service,External,Completed,3,795.72,61,0
Administrative Assistant,SVG,Active,Part-Time,Zone A,Full-Time,Admin Offices,General - Con,MA,Female,White,Divorced,Exceeds,3,5,5,4,Communication Skills,Internal,Completed,2,909.56,53,0
Accountant I,EW,Active,Full-Time,Zone C,Part-Time,Admin Offices,Fielders,MA,Female,White,Married,PIP,3,1,4,5,Communication Skills,External,Failed,5,145.7,47,0
Accountant I,MSC,Active,Part-Time,Zone A,Temporary,Admin Offices,General - Sga,MA,Male,White,Widowed,Exceeds,3,5,2,5,Communication Skills,Internal,Passed,1,397.48,39,0
Accountant I,TNS,Active,Part-Time,Zone A,Temporary,Admin Offices,Field Operations,MA,Male,Hispanic,Single,Exceeds,3,1,1,2,Communication Skills,External,Failed,3,326.7,67,0
Sr. Network Engineer,PYZ,Active,Full-Time,Zone A,Temporary,IT/IS,Aerial,MA,Female,Other,Single,PIP,3,2,2,1,Leadership Development,Internal,Failed,4,718.16,22,0
Sr. Accountant,TNS,Active,Full-Time,Zone B,Part-Time,Admin Offices,Field Operations,MA,Female,White,Widowed,Exceeds,3,2,1,1,Communication Skills,Internal,Passed,5,162.46,51,0
Sr. Accountant,BPC,Active,Contract,Zone C,Part-Time,Admin Offices,General - Con,MA,Female,Hispanic,Divorced,Exceeds,3,4,1,5,Customer Service,Internal,Completed,3,924.64,28,0
Administrative Assistant,CCDR,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,MA,Female,Other,Single,PIP,3,2,3,4,Leadership Development,Internal,Passed,4,628.48,64,0
Administrative Assistant,SVG,Active,Full-Time,Zone C,Part-Time,Admin Offices,Field Operations,MA,Female,Hispanic,Divorced,PIP,3,3,1,3,Communication Skills,Internal,Passed,1,678.07,54,0
Accountant I,EW,Active,Contract,Zone C,Full-Time,Admin Offices,General - Con,MA,Female,White,Married,Exceeds,3,2,4,5,Technical Skills,External,Passed,1,106.91,43,0
Accountant I,MSC,Active,Contract,Zone B,Full-Time,Admin Offices,General - Con,MA,Male,Hispanic,Divorced,PIP,3,5,1,2,Communication Skills,External,Incomplete,1,195.95,70,0
Accountant I,TNS,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,MA,Female,Black,Single,Exceeds,3,5,2,4,Communication Skills,External,Completed,1,918.34,49,0
Production Technician II,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,Isp,MA,Male,Hispanic,Widowed,Exceeds,3,4,4,3,Communication Skills,External,Incomplete,3,425.34,57,0
Production Technician I,SVG,Active,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Male,Asian,Married,Exceeds,3,2,3,4,Communication Skills,External,Completed,3,512.53,64,0
Production Technician I,MSC,Active,Contract,Zone A,Temporary,Production       ,Wireless,MA,Female,Other,Single,Needs Improvement,3,4,1,1,Leadership Development,External,Completed,3,146.48,79,0
Production Technician I,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Female,Hispanic,Widowed,Exceeds,3,4,4,3,Leadership Development,External,Completed,3,578.62,64,0
Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Female,Other,Single,Exceeds,3,4,4,4,Technical Skills,External,Failed,3,255.61,74,0
Production Technician I,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Male,Black,Married,Exceeds,3,1,2,2,Leadership Development,Internal,Passed,5,370.26,76,0
Production Technician II,SVG,Terminated,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Male,Black,Divorced,Exceeds,3,4,1,2,Communication Skills,Internal,Failed,2,302.97,61,1
Production Technician I,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,General - Eng,MA,Female,Hispanic,Married,Exceeds,3,2,1,3,Communication Skills,Internal,Completed,3,632.28,63,0
Production Technician I,MSC,Active,Contract,Zone A,Part-Time,Production       ,General - Con,MA,Male,Other,Single,Exceeds,3,3,2,3,Customer Service,Internal,Incomplete,2,669.41,37,0
Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Splicing,MA,Female,White,Single,Needs Improvement,3,1,1,1,Communication Skills,External,Passed,3,191.99,49,0
Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,MA,Female,Other,Widowed,Needs Improvement,3,1,4,4,Customer Service,Internal,Incomplete,2,695.11,46,0
Production Technician II,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Female,White,Divorced,Exceeds,3,2,3,3,Communication Skills,Internal,Failed,2,634.92,63,0
Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production       ,Splicing,MA,Male,White,Single,Exceeds,3,2,5,3,Communication Skills,Internal,Incomplete,5,873.98,52,0
Production Technician I,MSC,Active,Full-Time,Zone B,Full-Time,Production       ,General - Sga,MA,Female,White,Divorced,Exceeds,3,2,4,4,Communication Skills,External,Passed,3,602.33,33,0
Production Technician I,SVG,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Female,White,Widowed,Exceeds,3,1,3,2,Technical Skills,Internal,Failed,3,807.02,77,0
Production Technician II,BPC,Terminated,Contract,Zone B,Part-Time,Production       ,Finance & Accounting,MA,Male,Hispanic,Single,Exceeds,3,1,2,2,Project Management,Internal,Completed,4,411.94,40,1
Production Technician II,PL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Female,Other,Single,Exceeds,3,3,3,3,Customer Service,External,Completed,4,537.73,41,0
Production Technician II,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,MA,Female,Asian,Single,Exceeds,3,4,1,5,Technical Skills,Internal,Incomplete,5,930.1,40,0
Production Technician I,TNS,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,MA,Male,Hispanic,Married,Exceeds,3,3,3,1,Communication Skills,External,Completed,3,249.66,40,0
Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Female,Other,Single,Exceeds,3,3,3,3,Communication Skills,Internal,Passed,5,691.82,41,0
